monthly_income_after_tax_and_401k,rent,groceries,entertainment,utilities,healthcare,other,savings
3972,1706,504,199,161,363,185,499
4609,1328,449,206,157,465,176,0
3024,1631,332,224,147,336,240,485
4072,1466,497,258,95,337,179,851
3091,1487,401,0,195,335,19,506
4380,1247,347,444,157,436,411,1041
3953,637,338,114,149,354,159,712
4210,1381,336,215,188,546,178,46
3568,1179,407,318,186,651,201,388
4640,827,400,198,144,343,170,244
4521,1379,338,209,142,279,236,0
4292,1492,382,184,164,402,89,1085
3935,880,332,405,187,309,46,1722
4290,1181,429,218,180,371,264,354
3647,1234,397,166,121,351,196,619
4428,894,381,194,117,227,162,258
3123,1233,336,144,124,202,152,537
4535,1077,385,194,166,228,147,1235
3635,737,379,179,21,292,127,727
4181,1067,416,207,165,459,147,1048
3353,1044,408,165,111,74,226,999
4286,1099,440,189,125,69,192,1384
4225,1427,376,386,165,387,235,767
4821,1198,307,204,104,264,130,312
3419,1078,450,214,203,259,175,292
3858,1451,353,191,183,405,204,521
3850,1326,345,161,192,357,409,472
3395,827,398,204,173,244,443,33
4194,1499,607,191,196,259,294,621
4126,1314,373,251,184,309,196,672
3903,860,373,258,172,333,213,234
3622,2038,380,131,140,424,205,522
4524,1621,308,423,136,31,7,148
4828,1224,236,241,173,0,280,842
3758,773,352,133,102,221,410,254
3694,1122,352,229,178,331,262,674
4246,1400,566,245,131,314,139,893
3821,1332,412,153,155,216,163,879
3930,1275,424,188,156,405,213,1285
6150,532,406,209,109,75,140,1210
3045,1304,358,229,102,334,199,444
4659,1297,379,151,157,145,134,1130
4036,1295,437,258,148,388,137,0
3794,1408,343,0,158,274,280,406
3955,794,488,266,225,375,324,402
3981,450,430,228,176,261,247,286
3134,1099,444,169,186,433,169,403
4747,959,390,243,142,113,194,1704
4021,1696,379,148,115,388,225,512
4222,1649,334,206,133,239,237,849
4476,1440,426,212,159,604,200,301
3489,965,466,212,163,342,241,258
4237,941,528,158,209,161,209,244
3866,1190,419,175,175,400,155,293
4423,1289,397,206,142,339,223,1326
2936,1281,354,0,267,312,449,325
3950,1339,306,18,94,339,219,291
3699,1022,409,169,151,313,157,725
4216,1621,518,250,112,383,206,676
4235,1601,464,278,131,253,168,1355
3646,1038,456,74,168,114,149,677
3644,928,412,246,167,357,149,1062
3945,732,418,189,205,283,160,132
3552,998,279,153,88,485,215,496
2943,1294,438,179,186,345,271,655
3815,1352,371,204,117,320,248,314
1117,1212,365,111,104,357,221,177
3813,1329,384,231,122,290,243,121
3481,1489,382,204,106,58,265,503
2173,1382,364,250,186,298,264,8
3381,1415,401,230,99,382,54,245
4055,967,372,206,129,193,8,91
4664,1728,405,334,144,120,298,595
4157,970,326,276,184,340,231,841
3697,1809,389,308,200,262,250,45
4228,1270,345,183,155,281,141,835
3770,1279,368,252,137,0,277,336
3653,869,407,165,107,470,163,0
3423,1158,320,171,114,310,171,771
3124,1213,359,181,199,433,153,587
3805,1071,428,234,114,161,197,425
4079,1524,329,146,162,310,204,962
3952,1929,489,277,143,341,191,1419
3792,1427,460,247,140,3,202,610
5454,954,223,233,177,323,145,1459
4304,1698,361,185,143,161,232,0
3341,1663,410,241,199,332,298,634
4388,1365,328,0,150,216,163,863
3499,1332,300,222,167,238,159,682
3624,1194,377,208,106,302,190,32
4870,1449,393,106,147,265,187,461
3749,1906,405,220,44,271,140,680
4488,1154,369,230,146,412,126,640
4258,1444,464,107,163,284,260,489
4489,1502,325,141,157,517,109,967
4261,1076,343,135,120,288,200,344
3448,1338,424,191,128,189,144,380
3835,1287,342,249,150,316,263,794
3610,1299,340,256,214,372,132,950
4665,1109,406,220,237,331,158,838
3402,935,347,74,136,304,133,1057
4447,1149,393,94,140,360,161,1367
5650,1121,365,188,160,245,144,1850
4915,1895,357,234,179,567,56,240
3795,1374,295,113,238,440,223,534
6276,1363,211,173,119,271,345,1026
5141,1624,338,167,169,361,98,253
3691,1076,255,202,196,363,238,480
1318,1177,374,199,151,224,180,106
3060,1305,390,372,142,369,236,0
4356,810,263,209,203,239,187,192
3058,1362,410,217,111,343,250,466
3814,1495,364,152,154,528,299,1220
4219,1100,462,164,161,328,161,80
4093,1108,308,198,159,313,148,1119
4213,1327,389,54,169,0,141,632
2122,1284,442,146,115,327,125,289
4639,1449,424,254,142,247,166,307
3524,1302,351,236,139,183,173,371
3662,1648,360,41,116,45,206,455
3614,982,350,190,107,410,176,806
4415,1468,430,300,188,358,171,593
4450,1340,363,208,155,345,208,1464
4226,1019,413,220,122,249,189,144
4592,886,413,170,122,54,259,1361
1537,1075,518,184,149,217,258,120
4834,1542,416,276,177,258,170,427
4762,1981,359,206,124,336,135,910
4368,1274,327,196,167,0,186,144
4891,1228,386,200,193,473,186,1504
3172,1129,554,440,238,0,303,439
3738,1263,289,202,126,489,197,606
3632,1205,242,158,147,216,186,554
4361,1642,415,167,141,215,232,1071
3475,1053,373,239,136,260,233,238
4379,1378,293,129,149,256,188,130
4685,1651,207,223,134,239,245,791
4348,1455,276,164,122,263,273,596
4142,1075,446,107,164,309,154,453
1508,992,448,151,178,210,246,368
3577,576,322,201,181,384,234,410
4625,1330,416,270,119,441,177,49
4390,1546,367,246,180,106,0,1968
3980,1410,169,185,198,185,148,300
3791,1203,521,249,6,377,313,799
2987,1189,355,182,123,326,204,410
3465,1039,446,127,112,243,256,0
4956,1326,426,201,117,317,97,355
3360,1019,342,273,193,390,185,435
4095,1482,364,240,123,561,127,0
5748,1418,381,240,171,519,157,229
5215,1411,396,156,164,147,187,455
4092,1036,450,207,109,279,171,481
4469,1270,435,207,126,308,269,1241
4006,1222,403,244,167,434,11,501
5434,1321,387,138,69,292,101,495
1343,2023,311,230,148,224,253,322
4529,1197,465,134,126,305,233,291
3914,1205,378,239,134,261,152,1290
4386,1436,478,253,116,399,337,331
4221,1074,410,167,171,539,157,466
3633,1151,501,261,160,391,291,458
4114,1301,430,121,141,395,114,868
3071,1480,328,255,140,424,150,727
4302,1106,369,272,158,345,177,781
4149,1658,392,217,94,260,224,399
4319,1030,356,190,231,270,253,138
4529,1185,381,216,170,184,247,837
4184,1540,332,170,131,329,227,854
4074,1014,400,331,143,202,108,972
3559,974,550,0,144,814,164,60
3644,1444,350,266,183,223,221,556
4593,1225,497,163,135,187,227,121
4718,1099,403,280,88,212,160,777
3881,1662,359,301,241,331,172,361
4023,1061,319,219,208,103,184,323
3548,1155,403,214,100,325,270,997
4586,501,387,152,176,244,205,1204
5564,740,439,146,174,219,146,950
4971,1318,393,40,171,377,156,451
3561,1118,340,273,139,291,194,792
2713,1462,608,173,166,334,245,651
4116,1913,422,310,137,286,147,609
4323,1346,387,169,4,330,211,998
3892,1349,408,211,201,339,207,588
3564,637,424,24,130,543,270,343
4441,1160,329,195,192,340,150,798
4361,1177,275,98,201,261,208,167
3542,1565,377,350,189,318,275,190
4678,1447,425,89,155,0,252,0
4585,1341,213,195,175,204,281,1388
4067,1420,370,232,206,425,121,393
4040,1288,483,238,205,330,233,1137
4277,1337,586,188,214,412,137,0
3569,1419,235,152,146,138,322,1423
4015,885,458,277,152,202,408,514
2924,1481,396,12,192,330,240,523
4438,1467,365,170,64,218,166,125
3219,1144,171,158,175,158,217,430
6731,1549,353,237,136,192,223,569
3835,857,195,120,162,268,305,221
3894,2071,344,72,192,341,204,463
3686,1308,332,211,168,472,72,0
3856,1238,348,221,138,195,295,1327
4709,1304,416,171,152,200,229,578
2756,1417,403,111,138,364,314,739
5935,1599,428,237,148,357,239,2614
4169,1500,397,219,195,312,112,334
3396,1218,335,181,154,571,252,630
3462,1503,425,216,63,217,193,683
4838,1429,350,237,165,288,110,118
3527,1214,432,229,189,293,200,828
3423,1284,342,308,119,196,246,979
4569,1296,366,206,156,318,239,491
4169,1621,382,201,206,162,201,811
5402,1072,434,191,51,305,203,877
4108,1212,409,228,216,282,141,533
4491,984,401,325,125,340,197,1135
4550,1325,494,201,208,633,224,369
4531,1175,308,201,174,263,269,508
4266,1200,348,193,155,300,135,40
4181,1597,346,170,89,102,174,428
4881,1135,185,221,162,497,222,1202
4000,575,364,186,154,114,96,553
3409,1208,434,231,134,292,177,300
4225,1221,370,206,142,45,282,0
5043,1854,383,181,88,217,134,0
3493,953,314,278,134,474,377,49
3819,1429,360,195,172,414,204,591
4208,1785,377,231,155,399,205,1387
3973,1516,432,165,180,674,224,841
3509,1309,316,99,206,465,172,481
4561,1065,377,172,125,326,189,1039
5160,1996,454,93,123,369,29,503
4098,1487,378,188,179,565,66,0
3548,994,294,273,145,409,227,789
3226,1236,464,155,145,293,206,776
4129,368,437,95,231,351,162,140
4552,728,443,275,187,819,157,729
4238,1054,313,176,246,362,137,1085
3999,1776,476,199,165,378,163,45
4726,1416,252,239,156,429,217,1285
3454,1235,275,226,111,806,267,821
4417,1039,205,238,161,207,207,1223
5923,1506,447,245,146,370,21,2106
3227,1275,391,215,44,346,200,211
4795,1249,424,286,139,261,57,1117
4287,599,525,259,113,235,236,107
4700,1296,395,161,104,465,137,417
3329,1015,353,166,129,198,244,1138
3317,640,491,137,125,159,231,748
3926,1433,327,180,208,488,0,343
4251,1563,421,183,192,122,0,254
4898,1492,419,153,136,215,178,728
4353,1367,458,147,166,195,226,319
2640,1591,469,356,150,309,153,0
3487,1385,393,160,208,445,128,479
4615,1282,427,170,122,0,189,88
3518,1596,488,91,140,387,237,339
6504,1444,397,297,136,375,114,2116
3858,1560,347,371,145,78,75,398
4795,1062,381,289,212,245,235,22
4339,1128,335,155,147,262,206,937
3932,1137,419,201,113,338,198,644
3740,1336,453,199,144,357,187,937
3830,1665,394,136,185,563,200,573
4214,1072,319,72,211,211,415,647
4039,1481,451,174,109,237,285,730
3703,1059,311,122,151,150,225,1015
3917,1724,323,209,161,307,28,154
4039,981,391,209,180,263,0,1034
2936,1448,413,151,145,353,200,494
4229,1476,320,173,150,370,218,970
3510,1424,397,288,137,267,218,94
3423,1125,488,239,111,328,211,240
3156,1876,403,177,178,278,279,0
3103,1554,452,315,121,189,230,254
3322,1074,439,140,103,0,139,435
3645,916,335,159,136,73,199,73
4977,1531,392,194,100,260,260,399
3737,993,506,269,138,241,174,672
4089,987,375,290,136,190,172,1023
4200,1166,366,209,147,382,193,591
4066,1204,544,161,136,559,191,659
2396,1183,377,222,152,355,184,304
3402,1355,360,367,206,369,173,286
4725,1523,376,382,75,300,263,548
4904,1241,275,140,196,0,216,591
3159,1137,393,128,107,383,152,690
3488,1463,165,309,49,367,136,848
3860,1244,324,132,188,655,187,584
3518,1321,510,160,144,296,218,283
4253,1234,389,158,156,201,87,0
3636,1368,422,240,172,324,217,191
5083,1097,361,223,181,611,237,913
4595,1445,416,233,115,365,189,511
4106,1293,473,237,259,53,270,511
4513,1147,367,17,148,305,185,0
4553,1406,423,166,165,261,162,521
3718,1147,330,132,165,400,64,833
3592,731,501,209,148,392,242,0
4039,1060,413,134,150,244,133,0
4431,307,379,275,166,177,267,88
4070,1407,385,188,137,318,55,695
3212,1533,374,90,173,419,208,175
3599,1210,191,213,128,174,148,814
3963,1140,163,261,210,347,353,970
3962,938,395,158,165,218,163,24
4986,865,393,86,158,198,271,1168
3307,1445,424,283,214,393,140,797
4253,905,374,0,146,78,208,705
4745,1071,361,182,163,285,211,587
5136,1357,400,110,187,379,321,1313
3798,1318,319,158,116,368,244,1191
4246,1365,407,288,110,151,137,601
3207,1301,307,215,136,308,218,561
4098,1229,456,0,18,441,236,908
3951,1072,434,198,137,347,351,1300
3055,742,461,172,164,38,246,852
1346,1242,433,195,157,193,189,134
4341,922,406,237,143,400,162,1198
4063,1143,350,183,191,15,199,0
3889,1226,299,211,219,412,148,790
5023,692,416,212,166,830,188,2182
3663,728,360,184,163,276,0,89
3798,1434,455,60,152,238,246,508
3810,759,401,174,117,199,242,383
3584,1602,264,235,180,376,314,415
3725,998,490,239,143,240,190,911
3926,1216,429,143,148,260,229,929
4420,1546,217,187,154,189,194,962
4104,951,376,162,114,257,218,707
3354,1065,331,240,190,229,289,761
3734,1177,360,176,175,102,245,349
3696,1709,393,310,125,216,220,777
3961,1105,418,211,119,375,109,800
4213,1517,413,259,126,435,220,337
4209,1294,454,149,58,289,0,611
3112,1071,432,201,116,303,220,495
4532,1860,624,231,159,329,215,619
4126,873,410,148,159,496,150,408
4692,1375,464,201,113,199,175,342
4222,1407,384,253,211,468,257,218
4551,1391,385,184,120,295,257,570
4233,1730,305,272,89,339,302,698
4673,1657,453,290,169,297,132,1423
4261,1114,396,141,150,164,232,0
3951,1704,547,208,138,590,242,918
5136,1160,380,165,154,632,259,1782
4445,1364,404,153,149,355,263,0
4287,1748,427,237,171,455,236,1430
3362,1507,345,190,144,154,275,1052
3356,1239,418,220,135,128,208,543
4146,617,402,87,156,582,160,533
4073,1538,385,225,174,97,220,348
3693,1587,459,164,147,260,124,426
4070,1594,355,106,149,243,224,512
4794,995,414,294,78,336,122,545
4348,1615,473,230,151,0,200,438
3429,826,365,211,106,349,185,1288
3944,1710,385,262,152,193,169,566
3598,1425,517,212,150,176,234,403
3806,1350,424,160,158,302,183,706
3793,1302,375,191,157,311,178,1098
1969,739,440,166,150,330,196,180
3372,1164,372,175,160,448,193,841
3936,1086,322,137,114,428,208,715
5136,1227,469,151,218,345,258,575
2535,1538,345,245,152,381,189,536
5026,1021,523,107,118,326,232,1545
5638,1568,376,298,106,418,172,1006
3812,1329,507,149,164,336,154,895
4009,2248,332,180,138,245,206,724
3414,1467,581,116,159,225,193,1682
4848,1486,425,206,214,415,165,890
4949,1304,442,247,151,282,230,1918
4078,1310,448,318,183,492,112,1208
4512,1479,375,145,121,190,218,746
4088,1092,335,245,158,425,181,424
3332,1061,543,165,124,257,173,514
3794,1207,411,144,115,341,284,858
4066,1358,376,144,156,170,379,837
3773,1684,414,207,194,0,228,239
3891,1310,416,153,105,708,168,745
3954,1700,494,287,232,256,114,287
3960,1403,420,178,223,399,291,1219
4026,1209,387,163,160,234,132,150
3470,1085,365,28,170,399,394,73
3641,1251,439,79,153,257,214,651
3358,1350,361,204,177,179,192,345
4489,1033,377,203,134,365,197,863
2947,998,404,160,129,394,247,859
4577,1411,469,218,135,364,282,1517
4693,1521,410,270,120,286,255,50
3849,1689,253,201,100,125,219,471
2698,1138,385,267,145,193,306,612
3819,1593,396,312,83,230,234,1000
3968,1563,398,327,138,520,183,0
3495,1202,415,315,88,413,244,369
3742,1578,385,37,198,288,207,1281
4765,1489,467,178,138,89,224,533
4332,1528,381,206,66,41,252,1051
3538,1733,315,279,151,231,225,1022
3201,1520,537,231,158,249,213,854
3836,873,384,140,132,336,173,548
3893,1365,466,169,198,155,311,1090
4248,987,470,198,168,162,218,537
3732,1330,447,126,232,345,198,0
4256,1319,390,201,166,433,240,0
4968,1183,414,141,196,104,258,604
4408,1094,336,117,114,223,209,867
3976,1194,500,153,26,411,0,279
3908,1233,357,221,151,393,178,821
5306,1274,387,220,100,207,139,262
4590,1321,405,205,159,416,190,1057
3686,1417,395,250,199,567,201,1050
4023,1237,498,244,146,366,191,796
4026,1556,470,210,102,230,255,116
3749,1292,448,203,174,329,139,260
3314,1485,263,206,199,183,225,446
4161,1239,380,193,0,245,147,816
3969,1849,453,91,166,270,256,604
4250,1393,377,257,169,314,0,67
3733,1627,479,220,164,541,209,999
4610,1161,406,139,157,556,249,1441
3562,1211,461,271,154,261,220,689
4856,1250,394,171,142,448,146,777
3126,1795,404,195,194,189,337,89
4217,817,461,251,153,340,208,0
4238,1135,510,211,222,231,117,691
2511,1560,478,267,240,255,158,481
4212,1312,444,182,153,566,169,1299
4640,1256,429,285,122,261,133,1060
2892,1178,375,161,167,235,214,904
3122,1398,415,266,125,0,312,653
2753,1513,354,87,130,0,199,755
3517,1458,419,145,139,158,165,142
4815,1204,422,215,112,322,175,1063
3709,1102,302,180,203,0,88,475
3413,496,601,89,37,334,231,586
3901,1811,421,202,158,299,230,884
5034,1226,396,140,126,243,182,596
3084,1288,562,144,107,234,119,48
2235,1246,333,212,143,316,209,311
4749,1860,361,167,146,295,186,286
4929,1398,607,267,295,0,399,1224
3948,1052,400,190,162,271,163,1008
3380,1431,417,236,270,454,303,725
5048,1378,373,222,173,497,244,1471
4797,1090,401,170,142,278,154,884
4339,1358,285,101,132,227,114,687
3594,1406,442,259,130,296,169,798
3975,2030,490,151,128,414,194,783
5779,945,347,180,159,296,238,414
6090,1430,203,192,6,336,192,1429
4726,1582,422,197,143,234,227,0
4440,1678,474,248,190,183,239,1301
3461,1742,400,44,159,376,30,807
4688,1271,339,194,147,102,137,112
4157,1290,390,251,58,366,204,897
4344,1435,349,230,124,129,253,979
4733,1267,367,163,188,483,275,998
5270,1157,385,143,63,325,99,978
3982,1343,354,159,135,119,117,104
3734,1232,361,198,141,399,124,1024
3216,1412,404,0,123,263,260,70
4173,1138,411,205,153,303,259,418
5256,1096,329,194,153,252,192,0
3080,1563,420,73,267,81,199,525
2650,1755,381,130,104,295,233,304
4320,1664,436,56,222,133,337,74
4062,1286,439,183,167,387,291,1471
3943,1511,373,254,145,311,180,43
3350,1163,431,105,190,345,231,486
4116,1402,538,134,169,382,202,570
3622,1183,466,192,183,312,256,244
2905,1071,360,147,118,545,231,444
3325,1525,418,147,95,153,197,518
2930,1715,391,80,251,0,174,375
4026,1254,349,175,89,309,188,0
4115,1616,445,126,220,319,141,381
4537,1401,369,96,149,340,243,934
4112,1315,315,310,172,441,175,392
4452,1367,256,256,153,291,208,442
3851,1640,356,26,194,336,124,438
6378,1274,469,204,129,306,218,1009
4160,1284,463,176,123,0,175,1128
2104,887,364,226,218,279,332,384
3365,1271,381,157,145,222,233,726
4143,1353,377,173,154,288,93,1084
2452,1148,333,223,133,566,261,518
3681,1098,353,273,124,572,211,352
3592,930,449,237,145,126,121,455
3467,1183,425,262,101,290,277,508
5062,1584,414,10,143,212,147,1518
4666,1004,333,169,75,294,274,40
3911,1458,405,103,117,191,0,549
3389,1476,285,204,207,305,202,493
4036,1791,442,219,74,270,155,211
3353,1508,413,185,128,237,168,389
3652,907,333,161,163,329,221,324
3541,1374,481,262,164,338,224,916
4620,1300,310,232,165,295,143,636
2108,1470,427,266,177,357,96,103
4534,1550,428,152,143,259,136,0
4302,1334,338,165,119,340,181,486
5152,1558,398,260,143,296,228,1352
3260,1877,318,198,186,200,225,253
4630,1314,258,172,100,220,400,132
4573,1320,347,175,39,417,233,955
3513,1282,242,199,151,458,163,484
6336,1327,432,250,130,371,214,1124
4168,1545,403,192,134,242,99,1651
3886,1317,405,240,162,443,72,1032
3588,1338,349,223,154,361,233,290
3640,1250,373,156,178,334,143,200
5025,1398,354,156,167,484,290,0
4000,1199,339,177,181,214,240,546
4391,1055,370,133,131,377,266,1053
5451,1390,521,174,228,219,252,0
1932,1696,371,276,100,239,168,448
4541,1242,384,198,174,560,176,971
3325,1092,435,4,120,350,156,617
3792,1683,375,296,101,485,80,352
4017,1309,333,153,298,354,231,653
4056,1489,428,152,139,340,267,883
3910,1154,413,261,112,237,196,785
4198,796,416,379,138,398,350,678
4346,1580,431,193,130,303,295,724
4367,1326,423,242,145,23,136,1120
3507,1329,401,215,140,274,219,293
3858,422,520,141,109,290,378,791
4597,1457,336,80,152,302,244,1436
4447,1850,371,172,268,312,220,375
3314,1524,448,254,113,295,442,367
4176,1340,407,179,193,144,123,0
3011,1358,438,223,150,354,199,435
4023,1455,408,209,164,288,182,990
4949,1375,644,115,119,0,245,1032
3526,1644,350,180,78,141,159,174
3583,1612,467,218,232,253,151,297
4382,1057,459,161,185,817,198,347
3229,1266,339,182,225,361,212,792
3684,1467,432,220,157,231,225,0
4298,1111,398,204,156,281,285,213
3683,986,370,252,153,410,238,593
3882,1148,306,219,67,238,242,575
4372,1277,349,152,108,191,165,0
2257,1192,435,68,124,388,195,634
4133,1077,441,201,175,412,252,227
3830,944,389,267,211,240,136,191
5696,1529,582,176,166,349,242,468
3938,880,447,113,140,296,199,488
4229,1356,408,222,175,241,225,1017
3752,1320,364,162,109,417,165,934
3909,1409,422,136,149,234,194,1053
3505,1100,424,201,63,376,331,0
3982,1551,434,446,142,307,291,567
3594,2090,443,171,133,283,0,361
3443,1484,332,225,117,244,168,631
4129,1475,375,234,201,201,173,992
4106,1407,305,240,131,275,211,381
4391,1363,437,163,131,249,0,719
3784,1348,389,144,148,309,132,414
4204,1287,422,151,156,180,296,73
4275,1397,326,240,198,285,191,65
6136,1341,470,233,155,341,178,1720
3587,1203,340,152,167,233,328,1256
4075,1422,439,307,95,374,175,234
4182,1356,406,22,159,385,177,850
4004,1542,391,250,57,179,205,544
2957,938,386,276,128,224,242,1
4080,1307,368,205,114,0,119,949
5106,1155,465,162,140,342,296,753
3820,1196,401,163,161,313,246,0
3636,1412,337,187,163,140,232,725
4187,1013,381,254,156,235,170,1290
4156,1327,406,140,131,331,194,54
4596,1306,445,108,128,311,236,142
3371,1090,370,218,137,765,307,606
4366,1332,373,229,153,185,92,1136
4295,1148,401,298,201,299,208,397
3929,1739,444,131,142,200,124,736
4169,1540,332,193,139,311,151,809
2547,1313,234,258,255,282,170,758
4436,1214,377,206,235,105,188,182
3428,1401,219,190,150,259,193,663
4410,1453,500,239,150,629,54,1314
3968,1351,390,170,170,229,166,821
4036,1097,438,429,144,198,338,1372
4037,1258,436,137,163,323,190,593
3925,1316,341,124,81,485,254,565
4596,1358,308,186,141,148,204,220
5805,1363,441,72,196,186,228,1335
4750,1446,346,204,156,323,213,1573
3803,1568,317,113,174,413,178,0
4089,1503,451,76,181,331,216,129
4615,1418,349,209,190,239,218,1079
4302,1048,205,197,184,342,224,1345
2379,1537,499,222,192,352,224,738
5243,958,317,210,155,232,224,880
5681,1249,337,185,129,382,131,1526
4638,1306,377,292,153,297,176,791
3924,1313,388,388,118,125,153,0
4267,716,355,384,140,287,121,742
4420,950,342,254,132,243,104,276
4609,1077,475,233,105,430,272,719
4529,1119,413,439,178,167,184,1063
5889,906,429,208,190,252,276,451
3842,1077,393,200,128,326,66,0
3714,1528,414,168,169,542,165,663
4166,1397,447,187,230,495,127,1188
4467,1106,350,163,186,295,258,223
3889,1162,413,234,119,335,194,473
4533,1546,435,154,265,360,234,1055
4726,1541,584,204,145,199,218,341
3542,1314,497,228,176,301,277,890
5459,1535,577,208,131,436,186,0
3930,1147,457,155,218,314,333,719
4154,1345,266,396,192,495,180,1265
3738,1005,478,196,127,255,150,316
4676,1227,364,56,240,291,136,695
4212,1306,388,151,31,292,248,0
4020,963,591,270,199,170,243,275
3282,1419,392,274,100,411,228,446
4442,1452,410,226,116,267,242,1118
4141,1502,479,239,157,645,201,1150
2934,1121,381,7,211,240,45,618
4506,735,346,187,93,473,232,0
3921,1287,491,262,161,423,109,498
5622,980,426,221,22,306,161,682
5154,1378,496,203,272,178,224,1032
3909,1831,443,191,155,374,242,799
3947,1029,334,382,197,408,172,497
4498,1252,432,256,127,527,193,833
4852,1302,351,232,30,286,276,317
3181,1406,400,203,122,308,184,804
3107,1471,396,182,193,409,169,165
3689,1193,319,235,193,285,278,434
3034,1340,359,145,130,396,193,809
4248,1415,510,155,179,223,238,835
4535,1264,412,127,147,194,133,363
3400,1216,391,262,92,483,200,563
2842,2086,491,164,165,169,181,479
4429,1264,380,220,176,225,238,1456
3586,1061,395,194,183,378,242,855
2991,1575,450,345,152,247,142,660
4073,1083,380,222,140,244,252,254
4397,1281,363,107,135,280,231,294
3939,815,287,259,278,84,260,326
3771,1391,353,181,163,412,240,1207
3920,1334,517,190,131,318,256,415
3815,712,408,300,261,219,138,442
3326,1159,369,210,172,128,216,33
3643,1359,508,209,172,163,287,74
4261,1278,347,168,150,141,188,670
5913,1402,470,175,187,323,215,1544
4084,1504,411,205,126,324,209,583
3502,1401,440,83,151,361,268,533
3909,1154,437,128,178,373,410,1244
2911,1192,289,283,159,363,109,441
4089,1626,399,216,153,454,182,602
5809,1264,387,174,128,420,156,1468
3263,1281,343,115,42,396,199,768
3707,1402,423,197,129,324,190,345
4165,1547,486,249,185,372,223,513
4626,1120,266,332,130,259,304,885
3776,1201,246,295,150,278,174,645
3654,979,338,156,210,472,109,1114
3016,1241,404,175,181,244,202,367
4052,1414,578,126,145,237,187,890
5021,1227,370,158,143,264,342,979
4139,953,434,189,193,245,338,788
3989,1323,482,182,140,254,130,350
4161,1280,533,303,150,14,167,591
3994,1230,363,134,144,103,149,594
3593,1751,177,198,99,391,142,1035
4412,1282,428,97,150,519,203,529
4113,1993,481,217,39,263,182,606
4009,1276,441,133,171,293,247,604
3512,1346,480,255,208,116,225,1175
4652,1166,274,82,113,0,218,1048
4332,650,370,130,160,285,276,909
3724,1279,406,95,125,346,181,602
4501,1344,383,151,193,349,266,478
3751,1266,433,331,117,362,203,964
3609,1341,448,221,114,426,222,405
3620,1455,254,175,128,471,280,1225
3114,1455,426,246,199,276,262,523
2915,1471,412,143,223,220,193,630
3084,2156,440,54,187,365,226,469
3386,1399,302,214,149,393,181,1418
4349,1371,411,265,114,314,225,206
3957,1689,403,265,156,282,236,452
3925,1457,411,135,158,250,159,234
3837,1131,396,173,220,296,188,108
1856,927,422,236,154,711,293,344
3414,1252,371,169,129,233,210,378
3074,1425,456,205,156,220,226,362
3725,1492,424,164,139,360,206,458
4158,1050,408,146,147,215,148,645
3557,1446,365,155,215,315,96,29
5951,1527,441,114,125,310,223,208
4652,1422,410,201,179,300,124,113
4293,1383,362,264,141,236,191,685
3794,1273,397,226,149,137,225,598
4129,1208,431,280,150,340,185,625
3880,1457,428,44,121,249,157,774
4004,1417,599,391,168,333,216,737
3837,1235,405,194,3,483,177,0
3918,1808,451,350,141,309,247,539
4106,998,462,206,159,453,197,691
4951,1254,437,101,233,185,206,238
5409,1146,371,213,166,441,258,43
3306,1377,206,151,15,330,186,737
3200,910,373,251,137,498,140,199
3391,1554,304,66,154,130,128,800
4080,1501,414,23,127,317,212,630
5021,1353,397,156,155,474,210,606
4257,1238,394,207,166,779,211,908
4017,1443,387,168,134,338,239,657
3016,1366,396,239,169,428,194,422
4327,1490,395,228,142,233,316,284
4405,1276,361,347,126,352,233,1307
3503,1264,343,178,190,289,189,175
4210,1516,425,185,135,287,123,1096
3572,1427,453,192,107,319,164,13
4049,1265,631,194,135,418,263,787
3368,1374,378,53,157,457,87,768
3103,1337,382,186,233,273,258,500
3809,1393,361,299,117,191,160,831
5213,1554,456,385,169,218,205,1400
3801,1230,441,176,149,495,224,801
3408,1171,356,163,106,448,269,1085
3800,2054,355,252,100,191,212,1379
4135,1193,448,201,156,466,177,1257
3978,1118,419,200,140,229,149,870
4091,1499,270,170,123,366,230,464
3665,1243,356,355,131,229,101,668
4586,926,306,168,147,516,203,957
3412,1469,356,268,146,0,261,120
4244,1212,434,236,146,195,226,594
4591,1416,506,191,146,254,226,238
4240,1517,379,191,209,563,145,423
3899,1338,514,335,135,326,133,722
3736,893,441,362,172,197,186,503
4518,907,213,152,168,221,157,416
3289,1166,411,105,133,0,189,626
3515,1289,443,160,99,354,60,496
3801,1540,279,194,137,175,223,581
4619,1358,432,163,100,411,183,703
4190,1823,459,241,96,379,188,776
3516,1002,420,189,135,0,177,0
2703,1324,397,294,152,424,224,414
3693,1211,391,172,144,393,328,1146
3645,1847,388,207,101,316,167,0
4489,1650,341,186,114,223,161,505
3314,1663,366,222,155,341,208,540
4804,1311,379,253,169,341,149,176
4414,1472,214,230,125,349,227,0
4545,1343,372,98,149,308,315,482
3769,1085,357,225,156,333,303,342
3925,1303,438,149,202,330,179,860
3283,1199,419,185,197,436,267,299
3738,1287,373,234,168,173,251,751
4247,1130,425,144,89,200,239,733
4648,1331,377,258,194,308,224,1029
3446,1361,403,182,164,224,192,394
3817,1441,265,309,131,321,227,512
3924,1362,370,203,209,189,188,1019
4306,1627,341,285,141,204,233,1195
4296,1738,393,260,290,506,217,1371
3638,633,332,169,116,277,196,148
