monthly_income_after_tax_and_401k,rent,groceries,utilities,transportation,personal_care,healthcare_and_insurance,debt_payments,investments_and_savings,dining_and_going_out,other
4572,1929,395,148,276,83,356,131,558,132,124
4169,1774,495,150,276,66,408,269,112,308,417
3792,1356,331,162,268,63,666,385,142,0,341
4316,1589,490,46,278,101,692,323,497,330,517
5135,1219,487,147,366,103,389,162,388,110,104
4091,1408,587,113,348,96,422,181,376,268,240
4124,1200,333,147,241,111,469,450,376,214,251
3770,1396,389,139,203,95,273,400,586,207,381
3575,1881,440,123,54,137,631,413,744,156,395
4415,888,334,174,422,85,597,20,442,250,297
3572,1658,434,151,248,19,168,431,445,240,254
4036,1346,405,119,287,123,381,163,563,334,265
3761,849,372,128,226,23,359,177,437,459,256
4239,1281,344,162,290,55,415,401,461,169,325
4167,1502,614,174,101,48,0,208,211,168,91
2698,1560,439,181,211,109,578,296,220,224,342
3745,1144,392,137,304,67,371,123,264,311,0
2806,1573,402,166,184,203,525,16,361,229,285
3511,1542,387,92,292,67,365,198,283,277,367
3778,870,310,179,289,105,794,262,386,222,0
4189,575,464,148,293,70,835,208,355,59,413
4378,1345,411,166,212,117,589,5,71,234,438
3539,1604,448,148,307,90,465,401,342,186,167
4435,1357,377,205,389,198,572,361,287,292,126
4678,1579,405,187,213,79,461,0,540,324,394
4207,1144,416,72,200,0,673,352,471,335,401
4938,980,452,167,237,111,394,177,566,187,119
3613,1170,490,142,271,80,497,486,577,165,315
3378,1615,383,279,173,172,477,305,381,176,357
3111,1485,383,167,216,148,367,214,868,191,774
2842,1764,388,128,359,92,599,305,493,212,304
4327,1011,370,147,335,88,406,317,341,131,347
3972,1508,532,119,176,94,2,371,0,202,164
4140,1451,316,195,390,145,567,111,212,48,301
3437,1243,534,160,218,163,349,230,267,361,151
5223,984,432,163,275,41,564,348,661,183,171
4065,1328,396,159,253,140,605,378,371,168,485
4055,1392,358,118,319,91,391,627,160,241,389
4363,1436,591,169,164,75,572,80,289,263,330
4241,1496,372,204,210,134,393,0,364,48,473
4112,1317,469,103,181,102,461,477,230,149,350
4794,1655,432,152,171,141,498,358,498,495,254
5492,1257,484,173,194,129,375,437,369,266,339
4941,1677,385,128,187,110,380,347,454,263,305
4673,1074,407,172,40,149,616,444,140,289,234
4797,1103,395,151,221,95,286,94,218,257,473
3744,1115,381,129,231,67,465,355,233,139,111
3505,1491,349,75,112,158,525,256,547,200,261
2884,1139,436,147,324,93,551,256,360,72,428
4028,1598,526,148,122,105,641,205,452,261,624
2582,1195,398,189,257,83,577,293,712,582,477
3154,857,425,160,350,103,527,411,296,351,0
4765,810,379,134,365,110,485,358,376,200,227
3921,1097,401,103,146,67,723,222,368,442,375
3787,1022,443,176,55,67,229,397,200,183,189
3494,1357,450,154,308,74,475,182,455,45,596
3173,1245,315,138,220,96,542,333,258,281,239
4412,1400,345,134,331,113,453,439,172,290,468
2185,1031,352,187,97,139,580,182,0,251,496
3355,1229,342,192,261,174,279,317,406,305,373
3352,1264,502,131,284,105,631,230,416,190,382
3832,813,383,81,164,86,502,463,505,0,419
2921,1499,422,144,505,29,495,525,622,147,327
3870,1149,458,157,173,108,471,356,387,134,0
3248,1600,380,152,372,179,539,388,393,102,286
3877,1161,429,103,0,89,337,718,133,226,205
5711,1196,464,196,238,80,462,376,384,207,114
2652,1700,484,94,401,81,487,218,0,282,223
3973,1529,386,128,224,110,450,256,368,69,439
3885,1391,403,119,197,119,526,255,635,220,294
4348,1580,316,118,460,99,461,127,877,169,429
4924,1259,426,0,269,124,462,398,191,209,409
4563,1292,461,152,243,215,491,175,490,268,247
3866,964,439,192,263,97,411,383,676,376,328
3447,1175,378,145,168,137,378,227,759,302,191
5287,2057,374,120,173,71,941,278,825,93,418
5509,1377,351,192,92,109,450,356,37,177,340
4007,1665,427,175,0,89,486,453,1150,227,386
3988,930,427,7,272,115,615,387,491,0,229
4099,1346,377,160,77,35,775,288,475,298,203
3928,1225,490,182,282,135,427,297,316,199,163
3713,1315,402,123,337,99,317,0,346,195,293
3727,1321,399,154,259,113,712,364,314,281,369
3984,1262,403,138,263,76,401,292,189,94,373
3728,1073,529,114,368,150,451,207,245,237,304
3644,1036,350,155,271,110,558,378,263,153,285
4053,1247,381,163,199,89,409,442,538,258,343
3873,1016,432,151,421,37,407,0,488,173,486
4752,1277,307,126,204,90,610,244,361,238,61
4599,1812,325,213,323,30,676,242,310,159,410
4546,810,370,135,347,104,547,340,51,52,183
4623,1073,310,167,330,118,484,181,344,227,231
2963,1315,329,174,195,121,482,509,426,103,251
3829,813,440,187,255,74,401,259,721,312,453
1845,1349,378,175,303,81,597,351,551,242,392
3296,1259,358,150,402,97,505,358,407,254,309
3611,1036,407,142,318,84,402,188,393,179,201
3445,1362,406,146,314,50,439,367,226,199,375
4876,1112,458,167,58,81,596,346,435,23,238
2965,1339,311,82,312,112,418,281,434,229,252
4636,1160,354,151,244,86,433,257,438,114,279
5536,1119,370,163,187,93,761,258,259,224,455
3435,1297,420,215,338,84,416,283,655,118,452
3738,976,545,109,253,170,530,207,684,246,296
4245,1283,532,163,380,104,464,232,0,214,432
3389,1431,387,135,260,107,753,320,517,101,236
4356,1554,339,165,259,83,621,635,156,301,255
3880,1518,333,176,215,114,222,388,206,185,329
3813,1571,445,128,291,103,411,287,485,134,263
6014,1209,360,209,394,48,150,253,481,278,0
4222,1095,382,190,157,145,667,0,483,159,269
3820,2249,324,174,159,97,359,259,400,187,304
4580,1197,119,139,343,200,552,222,516,315,450
3459,1820,414,133,309,10,552,266,245,387,294
4308,1449,355,163,375,113,718,0,354,246,298
4297,2203,661,251,392,120,347,0,700,192,129
3845,1406,353,134,308,56,551,208,372,150,326
4163,1341,433,207,164,116,556,465,561,175,113
3374,1076,310,166,277,97,818,365,359,234,309
4462,1534,478,175,224,6,529,426,440,250,269
3908,1382,446,206,124,150,649,332,563,244,212
5714,1231,372,152,195,72,504,110,216,88,60
4525,1894,285,131,291,107,432,159,600,228,146
3648,1219,448,118,305,63,348,335,354,0,223
3296,1309,408,191,556,67,483,283,476,360,303
3222,1008,381,139,283,132,450,114,289,157,333
4303,1544,509,0,306,89,593,584,306,161,254
3360,1507,406,0,195,143,364,193,183,256,121
4877,1267,403,106,274,88,720,446,262,235,345
2959,1219,422,139,245,86,500,371,402,257,311
4848,1295,349,143,335,77,997,42,409,357,101
4106,1329,368,166,311,85,360,323,509,232,218
3952,1240,234,116,209,119,404,315,680,137,286
3728,1500,424,157,304,103,493,308,555,259,399
4200,1015,324,177,355,199,629,483,558,104,108
3981,1158,268,146,0,121,578,441,310,245,255
6424,1455,439,136,227,117,530,452,303,88,606
4057,1365,402,124,170,92,553,9,451,0,226
4075,1164,404,184,103,146,439,266,393,78,194
3818,1380,385,109,334,54,332,176,0,260,479
3972,1141,403,197,434,112,642,200,628,294,142
4154,1238,378,149,174,96,437,401,332,328,281
3145,1509,392,119,258,115,386,419,0,169,319
3326,1487,575,175,274,197,294,282,742,142,391
4372,1358,391,165,360,108,872,161,347,276,373
4085,1090,384,162,278,46,298,15,400,205,369
3908,1224,341,171,230,107,702,194,456,152,329
4009,1319,325,155,230,131,515,366,201,0,332
4174,1591,404,164,136,82,442,276,290,202,716
3730,944,430,191,149,130,540,219,368,292,479
3611,1126,677,156,317,89,471,204,634,121,10
4098,1526,455,175,271,0,458,313,257,299,132
3511,1572,445,84,357,10,541,305,548,186,80
4204,1286,411,160,331,69,367,245,467,291,271
3149,1608,406,226,290,102,359,268,381,184,693
4515,1153,361,96,247,81,575,251,288,263,496
4236,998,355,210,253,84,512,283,236,138,118
2266,1458,410,172,139,0,953,296,884,232,288
4491,1559,358,99,330,110,384,144,565,521,352
4833,1556,395,151,235,62,509,211,357,61,241
2573,1127,275,267,330,118,400,332,381,560,573
3080,631,564,177,305,115,498,276,651,0,487
3360,902,348,137,258,115,635,453,179,281,479
3688,1360,329,171,313,71,572,614,313,163,208
2119,1589,436,192,385,107,439,259,332,258,337
4259,1219,563,177,139,139,507,316,617,232,570
3637,1286,396,186,239,64,763,296,405,174,305
4093,1347,364,137,283,105,415,405,307,134,124
3622,1467,436,171,314,67,436,142,657,182,234
3694,1261,170,219,257,92,421,439,292,164,414
3297,1485,392,118,182,99,598,138,787,228,250
5315,1621,467,163,348,81,476,379,589,360,347
3324,1196,419,117,0,77,474,202,0,140,230
3512,1267,398,188,279,108,453,344,290,108,225
4527,1494,386,91,288,70,695,276,314,169,331
3525,1686,402,133,255,115,356,231,455,489,357
3598,1427,413,219,104,152,440,417,150,144,256
4247,1628,344,135,482,62,494,132,367,228,45
4092,1340,460,148,285,0,486,481,234,183,231
3571,1492,377,187,95,55,575,716,360,274,313
5615,1137,390,216,301,86,754,317,476,228,220
3712,1084,620,89,487,126,322,597,227,245,319
4061,1231,393,118,101,128,386,263,210,157,266
5280,1432,444,190,329,113,500,347,322,296,267
3952,1026,398,194,319,106,542,161,315,219,372
6196,1161,405,90,293,48,385,0,507,299,388
3648,1355,411,122,270,85,528,309,112,266,208
3983,1518,268,130,288,117,428,225,372,185,34
4885,1358,428,139,342,160,834,208,254,155,335
3687,1375,453,122,246,137,501,142,196,208,252
4906,1501,450,153,278,1,535,420,233,179,214
4354,1619,360,133,227,83,194,116,269,147,379
3719,1597,473,137,251,161,566,295,213,121,203
4316,1603,315,116,259,83,351,284,254,344,341
4486,1988,368,174,296,148,158,342,358,98,397
4311,1483,393,108,213,87,599,336,0,56,324
3215,1640,342,161,241,94,540,248,390,516,284
3636,1428,414,180,275,72,110,421,464,146,289
3876,1879,437,210,240,78,499,413,0,0,353
3963,1155,364,165,262,94,489,374,333,97,400
4310,1160,423,157,161,106,492,478,416,231,361
4089,1362,442,99,537,88,474,377,163,221,269
3332,1204,303,194,204,121,481,234,190,271,143
5712,691,409,154,147,88,557,308,0,241,363
4305,1064,419,60,272,38,339,91,337,178,327
4280,1211,354,162,275,94,451,195,352,79,375
4540,1028,340,153,283,86,420,273,317,140,434
4417,1057,366,150,284,145,224,142,513,136,219
4230,1710,391,139,282,127,469,501,618,117,421
3965,1298,362,172,360,130,454,341,305,297,270
3170,1223,428,105,313,121,467,360,394,304,316
4215,1433,558,104,320,113,447,149,814,162,0
4104,2267,419,125,30,113,628,411,480,261,483
4136,1748,463,119,315,128,488,0,262,219,278
3362,1641,432,163,218,117,584,120,121,156,241
3459,1387,414,131,299,84,469,346,1225,207,265
4527,993,339,126,337,0,640,524,226,53,408
3980,1100,458,148,234,43,614,306,647,82,303
4341,738,463,162,590,75,494,375,697,232,360
5876,1401,384,191,465,78,564,319,485,271,560
4015,1319,360,212,286,97,522,0,523,268,195
4469,1005,583,146,174,96,498,326,361,0,0
3742,970,309,216,310,46,470,385,413,266,259
4048,1352,420,152,342,117,505,280,264,250,367
3769,1324,475,47,248,78,500,352,587,234,237
3783,1258,381,179,150,141,427,353,744,189,322
5337,2130,412,184,253,93,538,98,587,161,262
4111,1549,405,197,184,117,382,425,349,255,301
3761,1362,452,111,257,114,881,0,230,260,135
4628,1112,405,154,313,101,417,228,688,184,338
3553,1683,383,188,285,142,637,0,216,31,256
3907,1265,134,118,134,82,574,423,439,235,323
3780,1310,523,94,226,104,797,447,531,468,350
4723,1169,397,41,265,73,561,347,568,148,283
4098,1085,298,146,354,215,560,252,588,205,274
4516,1101,350,211,239,112,566,591,363,265,182
3257,1057,370,105,287,103,341,298,323,135,432
4134,698,370,115,263,102,444,235,220,287,386
4445,1269,399,16,206,95,437,402,0,145,467
4041,1991,395,120,216,111,427,288,414,336,365
4533,1103,397,115,236,119,662,236,584,260,263
3741,1812,513,173,345,64,497,0,299,167,269
4705,2323,559,134,192,92,600,282,451,98,592
5149,1296,357,209,500,89,486,453,90,159,205
3819,1078,478,167,205,120,429,349,0,177,284
3777,981,473,185,613,136,505,270,503,175,315
4727,1277,346,132,279,208,460,208,815,150,162
4790,1314,461,125,353,104,628,186,387,203,274
3739,1259,308,166,50,77,338,171,447,193,218
3790,1514,544,153,320,82,583,625,0,141,295
3859,1599,489,148,183,72,508,379,125,279,387
3328,1395,427,271,20,62,485,352,79,284,172
3541,1405,443,126,236,122,488,189,424,467,344
3498,1237,422,122,249,85,540,271,392,271,334
3616,1299,367,176,249,123,487,333,291,248,410
3983,1382,460,172,197,143,596,426,414,155,452
2989,1237,468,119,242,92,321,336,511,233,473
4775,1432,364,152,243,114,447,313,212,134,332
3501,1089,398,96,126,87,415,207,296,130,351
4492,1154,237,159,276,102,679,390,0,246,582
3893,1091,206,136,460,96,524,272,505,238,274
3975,458,387,143,264,129,642,159,559,234,310
3332,1243,463,0,213,84,541,212,442,211,407
3439,1506,480,186,252,80,178,368,0,284,588
4191,1308,347,158,87,94,580,372,178,88,246
4083,1043,588,180,210,120,553,32,1039,228,315
4246,1020,444,147,216,76,407,291,298,255,254
4145,1217,313,186,246,65,439,171,521,147,327
5228,1467,448,157,248,135,903,340,471,327,236
3681,1581,326,150,322,33,960,359,275,0,317
3735,982,374,186,167,61,541,193,211,289,342
3688,1374,355,91,304,165,905,301,301,76,499
3722,592,199,154,400,47,618,384,408,137,272
3681,1235,455,167,213,87,625,402,531,226,332
4595,1087,353,138,38,147,590,215,300,176,507
4710,599,380,268,357,31,424,408,314,262,184
3715,1078,500,286,355,70,520,326,260,220,260
3584,1247,437,131,228,108,593,251,542,308,241
4236,1530,352,138,331,123,299,291,517,163,316
3724,1426,424,115,314,51,490,380,334,118,180
2639,1683,388,160,340,89,240,378,199,183,264
5651,1405,350,156,302,45,355,391,413,169,342
3242,1335,451,150,338,102,437,595,157,150,329
4774,1411,504,153,233,141,378,322,207,135,195
4898,1145,410,124,216,146,528,276,0,93,397
3694,883,370,107,86,129,445,321,710,297,391
3806,1018,363,163,218,59,499,568,72,89,306
4143,941,440,144,227,94,524,459,468,194,263
4167,1524,401,198,115,22,781,298,3,210,303
4329,1450,347,128,253,112,451,286,373,227,276
5005,1130,315,269,330,47,463,344,297,197,335
3912,1213,419,176,182,162,873,411,470,0,369
3601,882,337,170,201,140,507,305,458,141,164
3310,1116,380,149,278,100,581,269,522,196,245
3635,1940,481,130,313,104,509,389,199,199,118
3983,1426,358,190,246,85,394,474,959,276,196
4897,1011,453,38,183,137,450,442,434,247,0
2410,1135,349,158,291,65,215,202,376,132,216
4112,1293,444,124,307,103,463,377,544,67,226
3992,2257,429,143,237,75,554,293,610,242,399
4594,1430,424,70,269,99,859,427,429,240,395
5263,834,370,131,250,135,520,483,146,211,1
3735,1242,276,104,201,81,365,63,574,187,326
3755,1395,419,157,275,105,433,301,371,0,155
5691,1140,494,132,197,202,460,254,482,145,263
4341,1125,369,141,20,147,557,229,48,176,223
4923,1151,464,214,424,81,355,208,156,118,263
4292,1238,355,2,332,82,391,255,295,300,339
3820,1104,388,154,236,46,552,271,530,159,308
4295,1432,368,157,276,95,540,0,235,157,294
4554,1128,500,122,335,102,645,98,356,298,673
4410,1093,392,183,243,55,691,313,1018,72,474
4254,1220,472,199,292,86,643,406,534,324,100
4533,1596,423,186,304,93,379,244,659,192,457
4585,1405,462,121,0,124,415,136,395,276,361
3224,1418,401,129,264,152,742,310,489,239,277
4324,771,464,89,329,221,192,406,430,54,296
3916,1111,411,211,380,59,981,316,131,250,260
4073,1172,361,77,243,72,628,227,562,120,349
4603,1138,453,173,343,102,305,195,389,182,247
3592,1518,474,203,423,173,159,0,406,327,229
4184,1359,269,112,92,99,515,277,479,158,385
3803,967,442,154,86,125,596,248,396,284,598
4014,1591,336,143,192,95,632,635,168,128,419
4639,1234,386,145,172,173,594,322,168,310,615
4096,1431,364,197,373,53,523,312,765,191,306
5124,1510,418,153,229,116,573,305,320,233,185
3320,788,486,166,246,50,250,204,355,193,332
4373,1391,415,164,233,74,363,197,245,202,322
4323,1249,431,157,142,125,433,0,279,98,286
6418,816,404,218,272,38,844,329,264,0,257
3846,1073,415,291,256,109,373,355,0,146,239
4110,1209,374,149,189,63,536,447,359,102,276
4125,1469,427,166,353,98,609,216,532,404,325
4789,1265,444,158,351,0,291,373,59,305,242
3952,1330,325,87,156,100,703,128,600,133,277
4140,1229,325,119,198,112,398,335,378,326,262
4304,1518,312,153,285,221,564,149,312,190,239
4093,1404,474,125,215,41,405,177,514,166,448
3777,1333,245,162,234,118,517,375,449,180,0
4097,1071,418,38,174,98,304,315,381,621,159
4537,1324,489,151,174,60,612,268,413,228,173
3487,1856,417,177,377,66,363,161,432,228,237
4066,1459,426,175,260,145,540,337,928,246,311
3650,663,358,164,100,63,598,309,471,101,287
4598,1670,567,165,189,106,72,372,447,283,177
3238,1143,350,147,0,105,429,126,269,138,388
3721,1443,305,129,157,7,0,362,628,129,317
4189,1291,403,197,324,131,517,246,918,165,266
4783,1336,416,200,409,81,515,329,381,182,360
3967,1344,374,148,282,94,407,294,465,200,184
3722,1250,519,133,57,90,499,215,285,177,123
3561,1222,389,98,293,32,360,259,502,159,236
3276,1037,509,157,339,0,371,0,645,151,226
4366,341,437,130,5,132,573,247,314,203,226
4220,1367,422,136,316,161,240,209,410,68,234
3749,1163,481,179,330,129,377,340,327,0,299
3489,1118,382,121,347,112,612,214,452,295,402
4354,1865,403,208,206,146,482,356,486,0,257
2655,1798,409,119,66,106,533,627,467,256,303
3718,1416,381,89,264,103,548,274,519,303,476
3360,1444,301,130,349,170,501,142,192,247,447
4436,1138,422,161,219,48,484,510,497,156,294
4325,1063,517,154,504,62,614,335,424,163,246
3950,1232,450,155,270,243,361,287,702,208,256
4923,1300,498,48,322,146,0,263,366,108,142
3465,1443,299,135,307,110,73,195,670,389,223
1980,934,392,113,0,89,443,266,573,200,363
3654,1729,271,154,270,117,331,222,548,312,254
3977,1350,453,182,198,165,543,223,411,0,298
4122,990,320,150,248,81,479,359,637,205,186
3879,1331,422,127,381,114,565,724,261,197,366
4176,1120,395,154,218,94,491,277,503,296,290
3374,1597,321,194,204,111,363,350,688,386,160
2872,1088,419,144,236,123,426,510,353,90,260
3959,1249,277,113,301,82,509,216,791,182,314
4559,994,422,157,300,129,638,137,256,232,435
4171,1319,297,168,509,85,503,383,212,69,538
4228,1439,464,176,190,117,508,227,0,153,389
4285,1488,362,171,231,115,612,590,386,232,299
4224,1271,343,155,356,123,543,312,312,163,260
4321,1068,361,125,136,135,490,424,912,202,345
6020,980,355,121,269,85,427,313,361,238,291
4098,1223,392,140,234,32,696,88,467,161,398
4355,1529,357,168,285,93,387,336,370,128,388
3955,1487,385,130,260,140,438,323,65,126,389
4720,1351,323,248,0,53,296,214,478,32,165
3662,1378,387,123,294,106,688,130,669,240,294
4900,1273,471,197,6,39,485,262,729,188,191
3980,1204,378,143,161,95,296,70,461,291,382
3285,1152,431,240,254,126,514,121,1411,248,355
4064,425,337,197,219,97,563,165,349,206,263
3659,1659,429,194,190,123,459,175,399,227,330
4420,1334,457,173,221,85,570,388,309,70,150
3674,1212,358,47,195,178,600,285,577,227,185
3777,1664,410,192,366,133,490,335,537,184,98
3055,1702,434,126,274,106,523,321,275,345,346
3774,1849,336,156,0,151,524,146,441,168,108
2788,1250,381,169,307,142,441,244,294,431,269
3208,1321,360,129,236,84,579,277,298,157,227
4380,1430,416,80,231,115,368,287,289,182,249
4393,1632,374,146,320,91,509,348,332,243,169
4213,1312,434,183,198,128,760,393,302,0,227
3517,1103,523,217,173,147,495,337,413,213,196
3976,1149,431,197,299,56,497,476,642,192,458
3998,1535,471,193,48,104,555,344,296,283,332
3421,1424,341,24,262,144,342,247,283,213,163
4752,1265,396,154,224,123,274,428,470,0,270
4439,1252,411,152,295,113,475,178,325,260,661
3890,1265,403,174,147,132,726,353,273,151,291
4013,962,492,107,105,60,661,285,105,161,333
4104,1142,363,172,220,117,463,214,393,184,149
2979,1057,416,188,297,214,610,321,0,365,275
3876,1663,279,102,343,117,635,271,537,448,159
3659,1305,421,101,291,63,646,115,344,344,128
3499,1284,425,187,12,89,520,577,568,204,232
3859,1434,517,185,181,100,268,197,447,255,284
4899,1102,306,140,341,75,446,312,523,334,195
4320,1450,372,245,318,73,418,544,457,262,354
3714,1223,339,150,447,115,547,343,334,231,347
5516,2034,351,21,319,149,459,73,0,97,104
4700,993,357,167,263,43,791,201,400,124,433
4462,630,166,186,234,86,627,311,326,222,525
5206,1254,333,140,238,78,611,345,317,276,266
